first_name,second_name,season,element_type,cost_change_start,now_cost,form,ict_index,chance_of_playing_next_round,points_per_game,total_points,player_id,team_id,start_cost,position
Willy,Caballero,1718,1,-2,48,0.3,5.5,None,3.7,11,willy_caballero,Chelsea,50,GK
César,Azpilicueta,1718,2,4,69,3.5,167.5,None,4.7,175,cesar_azpilicueta,Chelsea,65,DEF
Gary,Cahill,1718,2,-3,62,2.5,65.4,100,2.7,74,gary_cahill,Chelsea,65,DEF
Marcos,Alonso,1718,2,1,71,3.2,207.1,100,5.0,165,marcos_alonso,Chelsea,70,DEF
David,Luiz Moreira Marinho,1718,2,-3,57,0.0,29.6,0,3.2,32,david_luiz_moreira_marinho,Chelsea,60,DEF
Victor,Moses,1718,2,0,65,5.2,125.9,100,4.7,131,victor_moses,Chelsea,65,DEF
Antonio,Rüdiger,1718,2,-2,58,2.7,84.8,100,4.3,115,antonio_rudiger,Chelsea,60,DEF
Eden,Hazard,1718,3,0,105,3.3,317.3,100,5.1,173,eden_hazard,Chelsea,105,MID
Cesc,Fàbregas,1718,3,-2,68,3.0,254.9,100,2.8,89,cesc_fabregas,Chelsea,70,MID
Willian,Borges Da Silva,1718,3,0,70,1.5,224.5,100,3.6,130,willian_borges_da_silva,Chelsea,70,MID
Pedro,Rodríguez Ledesma,1718,3,-3,77,1.2,124.6,100,2.6,81,pedro_rodriguez_ledesma,Chelsea,80,MID
N'Golo,Kanté,1718,3,-1,49,2.3,151.7,100,3.0,101,n_golo_kante,Chelsea,50,MID
Michy,Batshuayi,1718,4,-4,81,0.0,25.7,0,2.1,25,michy_batshuayi,Chelsea,85,FWD
Diego,Da Silva Costa,1718,4,-5,95,0.0,0.0,0,0.0,0,diego_da_silva_costa,Chelsea,100,FWD
Ross,Barkley,1718,3,-2,73,0.3,10.1,100,1.5,3,ross_barkley,Chelsea,75,MID
Kasey,Palmer,1718,3,-2,53,0.0,7.2,0,1.0,4,kasey_palmer,Chelsea,55,MID
Daniel,Drinkwater,1718,3,-3,47,0.0,25.7,100,2.0,24,daniel_drinkwater,Chelsea,50,MID
Tiemoué,Bakayoko,1718,3,-1,49,1.5,113.2,100,2.7,77,tiemoue_bakayoko,Chelsea,50,MID
Andreas,Christensen,1718,2,-2,53,0.7,64.3,100,2.9,79,andreas_christensen,Chelsea,55,DEF
Charly,Musonda,1718,3,-2,48,0.0,5.0,0,2.0,6,charly_musonda,Chelsea,50,MID
Álvaro,Morata,1718,4,4,104,1.3,228.8,100,3.9,122,alvaro_morata,Chelsea,100,FWD
Fikayo,Tomori,1718,2,0,45,0.0,0.0,0,0.0,0,fikayo_tomori,Chelsea,45,DEF
Kyle,Scott,1718,3,-2,43,0.0,0.0,None,0.0,0,kyle_scott,Chelsea,45,MID
Jeremie,Boga,1718,3,0,60,0.0,0.0,0,1.0,1,jeremie_boga,Chelsea,60,MID
Davide,Zappacosta,1718,2,-1,59,0.7,82.6,100,2.6,58,davide_zappacosta,Chelsea,60,DEF
Ethan,Ampadu,1718,3,0,45,0.0,0.7,0,1.0,1,ethan_ampadu,Chelsea,45,MID
Callum,Hudson-Odoi,1718,3,0,45,0.0,3.8,None,1.0,2,callum_hudson_odoi,Chelsea,45,MID
Dujon,Sterling,1718,2,0,45,0.0,0.0,None,0.0,0,dujon_sterling,Chelsea,45,DEF
Emerson,Palmieri dos Santos,1718,2,-3,52,2.0,13.8,75,2.8,14,emerson_palmieri_dos_santos,Chelsea,55,DEF
Trevoh,Chalobah,1718,2,0,40,0.0,0.0,None,0.0,0,trevoh_chalobah,Chelsea,40,DEF
Ruben,Loftus-Cheek,1718,3,-1,44,4.0,124.5,100,3.2,77,ruben_loftus_cheek,Crystal Palace,45,MID
Wayne,Hennessey,1718,1,-1,44,4.8,61.4,100,3.7,99,wayne_hennessey,Crystal Palace,45,GK
Julian,Speroni,1718,1,0,40,0.0,21.3,100,3.3,36,julian_speroni,Crystal Palace,40,GK
James,Tomkins,1718,2,-1,44,5.2,104.7,100,3.5,99,james_tomkins,Crystal Palace,45,DEF
Scott,Dann,1718,2,-4,46,0.0,67.0,0,1.9,32,scott_dann,Crystal Palace,50,DEF
Joel,Ward,1718,2,-3,47,2.6,56.3,75,2.2,41,joel_ward,Crystal Palace,50,DEF
Martin,Kelly,1718,2,-4,41,0.2,33.3,100,2.3,34,martin_kelly,Crystal Palace,45,DEF
Damien,Delaney,1718,2,-3,42,0.0,4.0,100,0.5,1,damien_delaney,Crystal Palace,45,DEF
Pape,Souaré,1718,2,0,45,0.2,0.1,100,1.0,1,pape_souare,Crystal Palace,45,DEF
Jeffrey,Schlupp,1718,2,-3,47,1.0,68.6,100,2.1,50,jeffrey_schlupp,Crystal Palace,50,DEF
Patrick,van Aanholt,1718,2,-3,52,9.2,116.3,100,3.4,95,patrick_van_aanholt,Crystal Palace,55,DEF
Jason,Puncheon,1718,3,-6,44,0.0,25.1,75,1.1,11,jason_puncheon,Crystal Palace,50,MID
Wilfried,Zaha,1718,3,1,71,9.0,251.0,100,4.7,136,wilfried_zaha,Crystal Palace,70,MID
James,McArthur,1718,3,-1,44,6.2,138.9,100,3.1,101,james_mcarthur,Crystal Palace,45,MID
Chung-yong,Lee,1718,3,-3,42,0.4,4.6,100,1.1,8,chung_yong_lee,Crystal Palace,45,MID
Yohan,Cabaye,1718,3,-2,53,2.4,153.5,100,2.4,73,yohan_cabaye,Crystal Palace,55,MID
Bakary,Sako,1718,3,-2,48,0.0,46.9,0,2.3,36,bakary_sako,Crystal Palace,50,MID
Andros,Townsend,1718,3,-4,56,3.2,222.8,100,3.4,121,andros_townsend,Crystal Palace,60,MID
Luka,Milivojevic,1718,3,2,52,3.8,168.6,100,4.0,144,luka_milivojevic,Crystal Palace,50,MID
Connor,Wickham,1718,4,-1,54,0.0,0.0,0,0.0,0,connor_wickham,Crystal Palace,55,FWD
Christian,Benteke,1718,4,-5,75,1.8,157.5,100,2.7,84,christian_benteke,Crystal Palace,80,FWD
Mamadou,Sakho,1718,2,-4,46,6.2,53.6,100,4.3,81,mamadou_sakho,Crystal Palace,50,DEF
Timothy,Fosu-Mensah,1718,2,-1,44,0.0,47.4,100,1.9,39,timothy_fosu_mensah,Crystal Palace,45,DEF
Jairo,Riedewald,1718,2,-4,46,0.2,10.6,100,1.9,23,jairo_riedewald,Crystal Palace,50,DEF
Jason,Lokilo,1718,3,-2,43,0.0,0.0,None,0.0,0,jason_lokilo,Crystal Palace,45,MID
Olayinka Fredrick Oladotun,Ladapo,1718,4,0,45,0.0,0.2,0,1.0,1,olayinka_fredrick_oladotun_ladapo,Crystal Palace,45,FWD
Sullay,Kaikai,1718,3,-2,43,0.0,0.6,0,1.0,1,sullay_kaikai,Crystal Palace,45,MID
Keshi,Anderson,1718,4,0,45,0.0,0.0,0,0.0,0,keshi_anderson,Crystal Palace,45,FWD
Levi,Lumeka,1718,3,-1,44,0.0,2.3,None,1.0,1,levi_lumeka,Crystal Palace,45,MID
Jordon,Mutch,1718,3,0,45,0.0,0.0,0,0.0,0,jordon_mutch,Crystal Palace,45,MID
Dion,Henry,1718,1,0,40,0.0,0.0,None,0.0,0,dion_henry,Crystal Palace,40,GK
Aaron,Wan-Bissaka,1718,3,0,45,0.6,26.8,None,2.1,15,aaron_wan_bissaka,Crystal Palace,45,MID
Jaroslaw,Jach,1718,2,-3,42,0.0,0.0,None,0.0,0,jaroslaw_jach,Crystal Palace,45,DEF
Erdal,Rakip,1718,3,-2,48,0.0,0.0,None,0.0,0,erdal_rakip,Crystal Palace,50,MID
Alexander,Sørloth,1718,4,-1,54,0.0,22.5,100,2.0,8,alexander_sorloth,Crystal Palace,55,FWD
Nya,Kirby,1718,3,0,45,0.0,0.0,None,0.0,0,nya_kirby,Crystal Palace,45,MID
Diego,Cavalieri,1718,1,0,40,0.0,0.0,None,0.0,0,diego_cavalieri,Crystal Palace,40,GK
James,Daly,1718,4,0,45,0.0,0.0,None,0.0,0,james_daly,Crystal Palace,45,FWD
Theo,Walcott,1718,3,-9,66,3.4,95.9,100,3.1,62,theo_walcott,Everton,75,MID
Jordan,Pickford,1718,1,-1,49,4.0,90.7,100,3.8,145,jordan_pickford,Everton,50,GK
Joel,Robles,1718,1,-3,42,0.0,0.0,None,0.0,0,joel_robles,Everton,45,GK
Maarten,Stekelenburg,1718,1,-3,42,0.0,0.0,0,0.0,0,maarten_stekelenburg,Everton,45,GK
Leighton,Baines,1718,2,-3,57,5.0,88.2,100,3.7,82,leighton_baines,Everton,60,DEF
Seamus,Coleman,1718,2,-1,64,3.4,41.2,100,3.3,39,seamus_coleman,Everton,65,DEF
Phil,Jagielka,1718,2,-3,47,3.6,66.2,100,2.4,60,phil_jagielka,Everton,50,DEF
Matthew,Pennington,1718,2,0,40,0.0,0.0,0,0.0,0,matthew_pennington,Everton,40,DEF
Ramiro,Funes Mori,1718,2,-1,49,0.6,3.6,100,0.8,3,ramiro_funes_mori,Everton,50,DEF
Ashley,Williams,1718,2,-3,52,0.0,68.9,100,2.3,56,ashley_williams,Everton,55,DEF
Mason,Holgate,1718,2,-5,40,0.0,48.5,75,2.5,37,mason_holgate,Everton,45,DEF
Jonjoe,Kenny,1718,2,-6,39,0.0,59.5,100,2.6,50,jonjoe_kenny,Everton,45,DEF
Michael,Keane,1718,2,-2,53,3.8,88.7,100,2.7,81,michael_keane,Everton,55,DEF
Yannick,Bolasie,1718,3,-1,64,1.0,40.8,100,2.2,35,yannick_bolasie,Everton,65,MID
Kevin,Mirallas,1718,3,-5,60,0.0,7.9,0,1.0,5,kevin_mirallas,Everton,65,MID
James,McCarthy,1718,3,-1,49,0.0,5.8,0,1.5,6,james_mccarthy,Everton,50,MID
Muhamed,Besic,1718,3,-3,42,0.0,3.0,0,1.0,2,muhamed_besic,Everton,45,MID
Morgan,Schneiderlin,1718,3,-3,47,2.0,57.2,100,1.7,52,morgan_schneiderlin,Everton,50,MID
Idrissa,Gueye,1718,3,-2,48,5.6,104.6,100,2.6,87,idrissa_gueye,Everton,50,MID
Tom,Davies,1718,3,-4,51,2.6,65.8,100,2.0,66,tom_davies,Everton,55,MID
Ademola,Lookman,1718,3,-4,51,0.0,7.5,0,1.4,10,ademola_lookman,Everton,55,MID
Davy,Klaassen,1718,3,-6,69,0.4,8.3,100,1.0,7,davy_klaassen,Everton,75,MID
Dominic,Calvert-Lewin,1718,4,-1,49,0.2,130.2,0,2.8,88,dominic_calvert_lewin,Everton,50,FWD
Sandro,Ramírez,1718,4,-5,70,0.0,9.8,0,1.3,10,sandro_ramirez,Everton,75,FWD
Wayne,Rooney,1718,4,-4,71,1.2,162.4,0,3.6,113,wayne_rooney,Everton,75,FWD
Gylfi,Sigurdsson,1718,3,-5,80,0.0,154.0,0,3.6,96,gylfi_sigurdsson,Everton,85,MID
Cuco,Martina,1718,2,-4,41,0.0,74.9,100,2.6,55,cuco_martina,Everton,45,DEF
Eliaquim,Mangala,1718,2,0,50,0.0,16.8,0,2.0,22,eliaquim_mangala,Everton,50,DEF
Nikola,Vlasic,1718,3,-2,53,1.0,33.6,None,1.5,18,nikola_vlasic,Everton,55,MID
Oumar,Niasse,1718,4,-4,46,2.0,115.2,100,3.8,83,oumar_niasse,Everton,50,FWD
Beni,Baningime,1718,3,0,45,0.0,1.3,None,0.9,7,beni_baningime,Everton,45,MID
Cenk,Tosun,1718,4,-8,67,3.0,75.6,None,3.9,55,cenk_tosun,Everton,75,FWD
Luke,Garbutt,1718,2,0,40,0.0,0.0,None,0.0,0,luke_garbutt,Everton,40,DEF
Joel,Coleman,1718,1,-1,39,0.0,0.0,100,0.0,0,joel_coleman,Huddersfield Town,40,GK
Jonas,Lössl,1718,1,1,46,4.0,87.8,None,3.6,135,jonas_lossl,Huddersfield Town,45,GK
Christopher,Schindler,1718,2,1,46,3.8,119.1,100,2.8,102,christopher_schindler,Huddersfield Town,45,DEF
Chris,Löwe,1718,2,-1,44,1.8,43.0,100,2.6,60,chris_lowe,Huddersfield Town,45,DEF
Tommy,Smith,1718,2,-3,47,1.4,62.8,100,2.1,50,tommy_smith,Huddersfield Town,50,DEF
Michael,Hefele,1718,2,-3,42,0.0,0.4,25,0.5,1,michael_hefele,Huddersfield Town,45,DEF
Martin,Cranie,1718,2,0,40,0.0,4.7,0,0.7,2,martin_cranie,Huddersfield Town,40,DEF
Jon Gorenc,Stankovic,1718,2,-1,39,0.0,0.0,100,0.0,0,jon_gorenc_stankovic,Huddersfield Town,40,DEF
Mark,Hudson,1718,2,0,40,0.0,0.0,0,0.0,0,mark_hudson,Huddersfield Town,40,DEF
Mathias,Jorgensen,1718,2,0,45,4.4,106.2,None,2.8,107,mathias_jorgensen,Huddersfield Town,45,DEF
Aaron,Mooy,1718,3,-3,52,2.4,195.2,100,3.1,113,aaron_mooy,Huddersfield Town,55,MID
Rajiv,van La Parra,1718,3,-6,44,1.2,112.7,100,2.2,74,rajiv_van_la_parra,Huddersfield Town,50,MID
Jonathan,Hogg,1718,3,-1,44,2.2,71.2,100,1.8,53,jonathan_hogg,Huddersfield Town,45,MID
Philip,Billing,1718,3,-1,44,1.0,19.3,100,1.4,22,philip_billing,Huddersfield Town,45,MID
Joe,Lolley,1718,3,-2,43,0.0,11.8,0,1.8,11,joe_lolley,Huddersfield Town,45,MID
Jack,Payne,1718,3,0,45,0.0,0.0,0,0.0,0,jack_payne,Huddersfield Town,45,MID
Dean,Whitehead,1718,3,-3,42,0.2,0.8,None,1.0,4,dean_whitehead,Huddersfield Town,45,MID
Harry,Bunn,1718,3,0,45,0.0,0.0,0,0.0,0,harry_bunn,Huddersfield Town,45,MID
Sean,Scannell,1718,3,0,45,0.0,0.0,0,0.0,0,sean_scannell,Huddersfield Town,45,MID
Elias,Kachunga,1718,3,-3,57,0.0,54.5,0,2.4,46,elias_kachunga,Huddersfield Town,60,MID
Tom,Ince,1718,3,-5,55,1.6,138.0,100,2.5,82,tom_ince,Huddersfield Town,60,MID
Danny,Williams,1718,3,-2,48,0.0,27.0,0,1.4,28,danny_williams,Huddersfield Town,50,MID
Collin,Quaner,1718,4,0,45,0.6,74.8,100,1.7,44,collin_quaner,Huddersfield Town,45,FWD
Laurent,Depoitre,1718,4,-5,50,2.6,99.6,100,2.8,94,laurent_depoitre,Huddersfield Town,55,FWD
Steve,Mounie,1718,4,-5,55,1.4,124.5,100,3.3,92,steve_mounie,Huddersfield Town,60,FWD
Scott,Malone,1718,2,-2,43,0.6,46.5,100,1.9,41,scott_malone,Huddersfield Town,45,DEF
Florent,Hadergjonaj,1718,2,0,45,3.2,78.8,100,2.2,51,florent_hadergjonaj,Huddersfield Town,45,DEF
Abdelhamid,Sabiri,1718,3,-3,47,0.0,12.4,None,2.0,10,abdelhamid_sabiri,Huddersfield Town,50,MID
Robert,Green,1718,1,0,40,0.0,0.0,None,0.0,0,robert_green,Huddersfield Town,40,GK
Terence,Kongolo,1718,2,-1,44,3.4,36.7,100,2.3,30,terence_kongolo,Huddersfield Town,45,DEF
Alex,Pritchard,1718,3,-1,54,2.0,68.7,100,2.9,40,alex_pritchard,Huddersfield Town,55,MID
Kasper,Schmeichel,1718,1,1,51,0.2,69.9,50,3.7,123,kasper_schmeichel,Leicester City,50,GK
Ben,Hamer,1718,1,-2,43,1.5,5.1,None,2.3,9,ben_hamer,Leicester City,45,GK
Wes,Morgan,1718,2,-1,44,0.7,75.1,100,1.9,61,wes_morgan,Leicester City,45,DEF
Christian,Fuchs,1718,2,-3,47,0.2,73.5,100,2.3,57,christian_fuchs,Leicester City,50,DEF
Danny,Simpson,1718,2,-2,43,0.3,60.7,100,2.0,55,danny_simpson,Leicester City,45,DEF
Robert,Huth,1718,2,-2,48,0.0,0.0,0,0.0,0,robert_huth,Leicester City,50,DEF
Yohan,Benalouane,1718,2,-3,42,0.2,4.4,None,1.0,1,yohan_benalouane,Leicester City,45,DEF
Benjamin,Chilwell,1718,2,-1,44,1.3,78.0,0,2.7,65,benjamin_chilwell,Leicester City,45,DEF
Harry,Maguire,1718,2,5,55,1.7,168.8,100,3.1,117,harry_maguire,Leicester City,50,DEF
Riyad,Mahrez,1718,3,2,87,4.8,282.6,100,5.4,195,riyad_mahrez,Leicester City,85,MID
Marc,Albrighton,1718,3,0,55,0.2,160.2,0,3.1,107,marc_albrighton,Leicester City,55,MID
Demarai,Gray,1718,3,-2,53,2.3,116.7,None,2.3,80,demarai_gray,Leicester City,55,MID
Daniel,Amartey,1718,3,-2,43,0.0,9.2,0,1.6,13,daniel_amartey,Leicester City,45,MID
Nampalys,Mendy,1718,3,0,45,0.0,0.0,0,0.0,0,nampalys_mendy,Leicester City,45,MID
Wilfred,Ndidi,1718,3,-1,49,1.0,117.2,0,2.4,78,wilfred_ndidi,Leicester City,50,MID
Ahmed,Musa,1718,3,-4,61,0.0,0.0,0,0.0,0,ahmed_musa,Leicester City,65,MID
Vicente,Iborra,1718,3,-3,57,0.5,62.3,100,3.1,58,vicente_iborra,Leicester City,60,MID
Jamie,Vardy,1718,4,3,88,5.7,248.6,100,4.9,183,jamie_vardy,Leicester City,85,FWD
Shinji,Okazaki,1718,4,-2,53,0.2,107.9,0,2.8,76,shinji_okazaki,Leicester City,55,FWD
Kelechi,Iheanacho,1718,4,-5,65,3.5,74.5,100,2.6,54,kelechi_iheanacho,Leicester City,70,FWD
Eldin,Jakupovic,1718,1,-3,42,0.7,6.8,None,2.0,4,eldin_jakupovic,Leicester City,45,GK
Matty,James,1718,3,-1,44,0.0,31.4,0,2.0,26,matty_james,Leicester City,45,MID
Aleksandar,Dragovic,1718,2,-1,49,1.2,21.8,75,2.5,28,aleksandar_dragovic,Leicester City,50,DEF
Hamza,Choudhury,1718,3,-1,44,1.8,10.4,None,1.6,13,hamza_choudhury,Leicester City,45,MID
George,Thomas,1718,3,0,45,0.0,0.0,None,0.0,0,george_thomas,Leicester City,45,MID
Adrien Sebastian,Perruchet Silva,1718,3,-1,59,2.2,31.8,100,1.9,23,adrien_sebastian_perruchet_silva,Leicester City,60,MID
Fousseni,Diabaté,1718,4,-1,49,1.8,29.7,100,1.5,21,fousseni_diabate,Leicester City,50,FWD
Harvey,Barnes,1718,3,0,45,0.5,0.6,None,1.0,3,harvey_barnes,Leicester City,45,MID
Sam,Hughes,1718,2,0,40,0.0,0.0,None,0.0,0,sam_hughes,Leicester City,40,DEF
Layton,Ndukwu,1718,2,0,40,0.0,0.0,None,0.0,0,layton_ndukwu,Leicester City,40,DEF
Alex,Oxlade-Chamberlain,1718,3,-5,55,1.8,166.5,0,2.7,94,alex_oxlade_chamberlain,Liverpool,60,MID
Simon,Mignolet,1718,1,-3,47,0.0,28.0,None,3.5,67,simon_mignolet,Liverpool,50,GK
Loris,Karius,1718,1,-1,49,4.6,27.9,100,4.6,88,loris_karius,Liverpool,50,GK
Dejan,Lovren,1718,2,-2,53,4.6,100.2,100,3.8,110,dejan_lovren,Liverpool,55,DEF
Alberto,Moreno,1718,2,-2,43,1.4,61.7,100,3.3,52,alberto_moreno,Liverpool,45,DEF
Nathaniel,Clyne,1718,2,-2,53,0.2,8.7,100,2.3,7,nathaniel_clyne,Liverpool,55,DEF
Joseph,Gomez,1718,2,0,45,2.0,76.9,0,3.7,86,joseph_gomez,Liverpool,45,DEF
Joel,Matip,1718,2,-1,54,0.0,78.1,0,3.2,81,joel_matip,Liverpool,55,DEF
Ragnar,Klavan,1718,2,-4,41,2.0,46.6,100,4.1,78,ragnar_klavan,Liverpool,45,DEF
James,Milner,1718,2,-5,60,1.0,132.5,100,2.4,77,james_milner,Liverpool,65,DEF
Trent,Alexander-Arnold,1718,2,-1,44,5.2,90.1,100,4.4,83,trent_alexander_arnold,Liverpool,45,DEF
Leiva,Lucas,1718,3,0,45,0.0,0.0,0,0.0,0,leiva_lucas,Liverpool,45,MID
Jordan,Henderson,1718,3,-2,53,2.4,97.8,100,2.8,75,jordan_henderson,Liverpool,55,MID
Philippe,Coutinho,1718,3,1,91,0.0,169.4,0,7.4,103,philippe_coutinho,Liverpool,90,MID
Emre,Can,1718,3,-1,49,0.0,120.6,0,3.5,92,emre_can,Liverpool,50,MID
Adam,Lallana,1718,3,-2,73,0.2,27.3,100,1.1,13,adam_lallana,Liverpool,75,MID
Oluwaseyi,Ojo,1718,3,0,50,0.0,0.0,0,0.0,0,oluwaseyi_ojo,Liverpool,50,MID
Sadio,Mané,1718,3,-1,94,3.2,238.0,100,5.1,147,sadio_mane,Liverpool,95,MID
Marko,Grujic,1718,3,-3,42,0.0,1.9,0,1.0,3,marko_grujic,Liverpool,45,MID
Georginio,Wijnaldum,1718,3,-4,66,3.4,109.9,100,2.6,85,georginio_wijnaldum,Liverpool,70,MID
Ben,Woodburn,1718,3,-3,42,0.2,0.5,100,1.0,1,ben_woodburn,Liverpool,45,MID
Mohamed,Salah,1718,3,16,106,6.0,454.4,100,8.4,303,mohamed_salah,Liverpool,90,MID
Roberto,Firmino,1718,4,10,95,3.0,312.7,100,4.9,181,roberto_firmino,Liverpool,85,FWD
Danny,Ings,1718,4,-1,54,1.8,24.0,100,2.3,18,danny_ings,Liverpool,55,FWD
Divock,Origi,1718,4,-1,74,0.0,0.0,0,1.0,1,divock_origi,Liverpool,75,FWD
Dominic,Solanke,1718,4,-4,46,2.6,66.4,None,1.8,38,dominic_solanke,Liverpool,50,FWD
Virgil,van Dijk,1718,2,2,57,4.0,100.2,100,3.0,78,virgil_van_dijk,Liverpool,55,DEF
Andrew,Robertson,1718,2,0,50,5.2,101.3,100,5.0,111,andrew_robertson,Liverpool,50,DEF
Jon,Flanagan,1718,2,-1,44,0.0,0.0,0,0.0,0,jon_flanagan,Liverpool,45,DEF
Danny,Ward,1718,1,-1,44,0.0,0.0,None,0.0,0,danny_ward,Liverpool,45,GK
Conor,Masterson,1718,2,0,40,0.0,0.0,None,0.0,0,conor_masterson,Liverpool,40,DEF
Curtis,Jones,1718,3,0,45,0.0,0.0,None,0.0,0,curtis_jones,Liverpool,45,MID
Rafael,Camacho,1718,3,0,45,0.0,0.0,None,0.0,0,rafael_camacho,Liverpool,45,MID
Ederson,Santana de Moraes,1718,1,2,57,2.8,55.6,100,4.4,158,ederson_santana_de_moraes,Manchester City,55,GK
Claudio,Bravo,1718,1,-5,45,1.5,4.5,None,3.3,10,claudio_bravo,Manchester City,50,GK
John,Stones,1718,2,-2,53,2.5,43.2,100,3.9,70,john_stones,Manchester City,55,DEF
Aleksandar,Kolarov,1718,2,0,55,0.0,0.0,0,0.0,0,aleksandar_kolarov,Manchester City,55,DEF
Vincent,Kompany,1718,2,-1,59,2.3,59.2,100,3.5,60,vincent_kompany,Manchester City,60,DEF
Nicolás,Otamendi,1718,2,9,64,1.8,143.7,100,4.6,156,nicolas_otamendi,Manchester City,55,DEF
Fabian,Delph,1718,3,0,45,1.8,69.4,100,2.5,55,fabian_delph,Manchester City,45,MID
Raheem,Sterling,1718,3,11,91,6.5,329.7,100,6.9,229,raheem_sterling,Manchester City,80,MID
David,Silva,1718,3,2,82,2.5,286.5,100,5.8,169,david_silva,Manchester City,80,MID
Gnegneri Yaya,Touré,1718,3,-5,60,1.3,29.8,100,1.6,16,gnegneri_yaya_toure,Manchester City,65,MID
Fernando,Luiz Rosa,1718,3,0,50,4.0,172.4,100,3.5,120,fernando_luiz_rosa,Manchester City,50,MID
Fernando Francisco,Reges,1718,3,0,45,0.0,0.0,0,0.0,0,fernando_francisco_reges,Manchester City,45,MID
Kevin,De Bruyne,1718,3,3,103,3.3,368.9,100,5.6,209,kevin_de_bruyne,Manchester City,100,MID
Ilkay,Gündogan,1718,3,-1,54,3.5,119.3,100,2.7,82,ilkay_gundogan,Manchester City,55,MID
Manuel,Agudo Durán,1718,3,0,70,0.0,0.0,0,0.0,0,manuel_agudo_duran,Manchester City,70,MID
Leroy,Sané,1718,3,2,87,4.8,274.4,100,5.6,179,leroy_sane,Manchester City,85,MID
Bernardo Mota,Veiga de Carvalho e Silva,1718,3,-8,72,4.2,144.4,None,3.2,112,bernardo_mota_veiga_de_carvalho_e_silva,Manchester City,80,MID
Sergio,Agüero,1718,4,0,115,0.0,302.5,0,6.8,169,sergio_aguero,Manchester City,115,FWD
Gabriel Fernando,de Jesus,1718,4,-1,104,5.7,204.9,100,4.3,126,gabriel_fernando_de_jesus,Manchester City,105,FWD
Kyle,Walker,1718,2,1,66,2.0,117.1,100,4.3,138,kyle_walker,Manchester City,65,DEF
Danilo Luiz,da Silva,1718,2,-5,50,4.5,71.1,None,4.3,100,danilo_luiz_da_silva,Manchester City,55,DEF
Benjamin,Mendy,1718,2,-2,63,0.5,27.2,100,2.9,20,benjamin_mendy,Manchester City,65,DEF
Phil,Foden,1718,3,-3,47,0.3,7.1,100,1.6,8,phil_foden,Manchester City,50,MID
Brahim,Diaz,1718,3,-3,47,0.3,6.6,None,1.0,5,brahim_diaz,Manchester City,50,MID
Oleksandr,Zinchenko,1718,3,0,50,0.3,28.3,None,2.0,16,oleksandr_zinchenko,Manchester City,50,MID
Oluwatosin,Adarabioyo,1718,2,0,40,0.0,0.0,None,0.0,0,oluwatosin_adarabioyo,Manchester City,40,DEF
Aymeric,Laporte,1718,2,-4,51,3.2,25.4,100,3.9,35,aymeric_laporte,Manchester City,55,DEF
Lukas,Nmecha,1718,4,0,45,0.3,0.3,None,1.0,2,lukas_nmecha,Manchester City,45,FWD
Alexis,Sánchez,1718,3,-6,114,2.2,326.1,100,4.9,152,alexis_sanchez,Manchester United,120,MID
Nemanja,Matic,1718,3,-3,47,1.2,127.9,100,2.5,91,nemanja_matic,Manchester United,50,MID
David,De Gea,1718,1,4,59,3.3,83.4,None,4.6,172,david_de_gea,Manchester United,55,GK
Sergio,Romero,1718,1,-3,47,1.2,2.6,100,7.0,7,sergio_romero,Manchester United,50,GK
Joel Dinis,Castro Pereira,1718,1,-1,39,0.0,0.0,None,0.0,0,joel_dinis_castro_pereira,Manchester United,40,GK
Chris,Smalling,1718,2,2,57,4.3,101.2,100,4.2,123,chris_smalling,Manchester United,55,DEF
Phil,Jones,1718,2,5,55,2.5,53.6,100,5.0,116,phil_jones,Manchester United,50,DEF
Luke,Shaw,1718,2,-2,48,2.7,41.5,100,4.4,48,luke_shaw,Manchester United,50,DEF
Marcos,Rojo,1718,2,-1,54,1.2,22.5,100,2.6,23,marcos_rojo,Manchester United,55,DEF
Antonio,Valencia,1718,2,4,69,1.7,125.5,100,4.7,146,antonio_valencia,Manchester United,65,DEF
Matteo,Darmian,1718,2,-6,49,2.8,12.6,100,3.4,27,matteo_darmian,Manchester United,55,DEF
Daley,Blind,1718,2,-4,51,1.3,17.3,100,4.0,28,daley_blind,Manchester United,55,DEF
Eric,Bailly,1718,2,0,60,1.2,33.0,100,4.2,55,eric_bailly,Manchester United,60,DEF
Axel,Tuanzebe,1718,2,-1,39,0.0,0.0,0,1.0,1,axel_tuanzebe,Manchester United,40,DEF
Victor,Lindelöf,1718,2,-6,49,1.7,32.0,None,2.8,47,victor_lindelof,Manchester United,55,DEF
Juan,Mata,1718,3,-2,68,1.7,172.1,100,3.6,100,juan_mata,Manchester United,70,MID
Marouane,Fellaini,1718,3,-3,47,1.8,59.8,0,2.9,47,marouane_fellaini,Manchester United,50,MID
Michael,Carrick,1718,3,-3,42,0.5,7.8,100,2.0,4,michael_carrick,Manchester United,45,MID
Ashley,Young,1718,3,-2,48,1.7,131.6,100,3.3,98,ashley_young,Manchester United,50,MID
Ander,Herrera,1718,3,-5,50,1.7,62.7,100,1.7,44,ander_herrera,Manchester United,55,MID
Jesse,Lingard,1718,3,0,60,2.2,175.3,100,3.9,128,jesse_lingard,Manchester United,60,MID
Anthony,Martial,1718,3,-2,78,1.2,179.5,100,4.2,125,anthony_martial,Manchester United,80,MID
