first_name,second_name,season,element_type,cost_change_start,now_cost,form,ict_index,chance_of_playing_next_round,points_per_game,total_points,player_id,team_id,start_cost,position
David,Ospina,1617,1,-3,47,0.0,2.9,100,1.0,2,david_ospina,Arsenal,50,GK
Petr,Cech,1617,1,-1,54,0.0,82.0,100,3.8,134,petr_cech,Arsenal,55,GK
Laurent,Koscielny,1617,2,1,61,0.0,112.7,0,3.7,121,laurent_koscielny,Arsenal,60,DEF
Per,Mertesacker,1617,2,-2,48,0.0,1.8,100,1.0,1,per_mertesacker,Arsenal,50,DEF
Gabriel Armando,de Abreu,1617,2,-2,48,0.0,50.0,75,2.4,45,gabriel_armando_de_abreu,Arsenal,50,DEF
Héctor,Bellerín,1617,2,0,65,0.0,133.8,100,3.6,119,hector_bellerin,Arsenal,65,DEF
Kieran,Gibbs,1617,2,-3,47,0.0,43.1,75,4.1,45,kieran_gibbs,Arsenal,50,DEF
Mathieu,Debuchy,1617,2,-4,46,0.0,0.2,100,1.0,1,mathieu_debuchy,Arsenal,50,DEF
Carl,Jenkinson,1617,2,-2,48,0.0,2.1,100,2.0,2,carl_jenkinson,Arsenal,50,DEF
Nacho,Monreal,1617,2,-1,59,0.0,105.8,100,3.2,115,nacho_monreal,Arsenal,60,DEF
Calum,Chambers,1617,2,-2,43,0.0,88.0,100,3.3,83,calum_chambers,Middlesbrough,45,DEF
Alexis,Sánchez,1617,3,7,117,0.0,453.4,100,6.9,264,alexis_sanchez,Arsenal,110,MID
Theo,Walcott,1617,3,-3,72,0.0,184.1,100,4.4,122,theo_walcott,Arsenal,75,MID
Mesut,Özil,1617,3,0,95,0.0,322.0,100,5.1,167,mesut_ozil,Arsenal,95,MID
Santiago,Cazorla,1617,3,-5,70,0.0,50.8,75,4.8,38,santiago_cazorla,Arsenal,75,MID
Aaron,Ramsey,1617,3,-4,76,0.0,111.3,100,2.4,56,aaron_ramsey,Arsenal,80,MID
Jack,Wilshere,1617,3,-2,58,0.0,116.8,75,2.1,61,jack_wilshere,Bournemouth,60,MID
Alex,Oxlade-Chamberlain,1617,3,-2,58,0.0,137.5,100,2.9,83,alex_oxlade_chamberlain,Arsenal,60,MID
Serge,Gnabry,1617,3,0,50,0.0,0.0,0,0.0,0,serge_gnabry,Arsenal,50,MID
Francis,Coquelin,1617,3,-3,42,0.0,72.4,100,1.8,52,francis_coquelin,Arsenal,45,MID
Alex,Iwobi,1617,3,-7,53,0.0,138.7,100,3.4,89,alex_iwobi,Arsenal,60,MID
Mohamed,Elneny,1617,3,-5,45,0.0,31.1,100,1.9,26,mohamed_elneny,Arsenal,50,MID
Joel,Campbell,1617,3,-1,59,0.0,0.0,0,0.0,0,joel_campbell,Arsenal,60,MID
Granit,Xhaka,1617,3,-3,52,0.0,130.8,100,2.7,85,granit_xhaka,Arsenal,55,MID
Olivier,Giroud,1617,4,-9,81,0.0,158.9,100,4.0,116,olivier_giroud,Arsenal,90,FWD
Danny,Welbeck,1617,4,-2,73,0.0,55.5,100,2.3,37,danny_welbeck,Arsenal,75,FWD
Yaya,Sanogo,1617,4,-4,46,0.0,0.0,100,0.0,0,yaya_sanogo,Arsenal,50,FWD
Takuma,Asano,1617,4,-1,49,0.0,0.0,0,0.0,0,takuma_asano,Arsenal,50,FWD
Artur,Boruc,1617,1,0,45,0.0,82.4,100,3.4,120,artur_boruc,Bournemouth,45,GK
Adam,Federici,1617,1,-1,44,0.0,3.5,75,4.0,8,adam_federici,Bournemouth,45,GK
Simon,Francis,1617,2,0,45,0.0,117.3,100,2.6,89,simon_francis,Bournemouth,45,DEF
Steve,Cook,1617,2,-2,48,0.0,158.2,100,2.9,112,steve_cook,Bournemouth,50,DEF
Charlie,Daniels,1617,2,2,52,0.0,152.9,100,3.9,134,charlie_daniels,Bournemouth,50,DEF
Adam,Smith,1617,2,1,46,0.0,132.1,100,2.9,104,adam_smith,Bournemouth,45,DEF
Tyrone,Mings,1617,2,0,45,0.0,18.9,100,0.6,4,tyrone_mings,Bournemouth,45,DEF
Nathan,Aké,1617,2,-6,39,0.0,57.5,100,4.6,55,nathan_ake,Chelsea,45,DEF
Harry,Arter,1617,3,0,50,0.0,135.4,100,2.4,84,harry_arter,Bournemouth,50,MID
Marc,Pugh,1617,3,-4,46,0.0,83.3,100,3.0,64,marc_pugh,Bournemouth,50,MID
Andrew,Surman,1617,3,-4,46,0.0,57.0,100,2.0,44,andrew_surman,Bournemouth,50,MID
Eunan,O'Kane,1617,3,-1,44,0.0,0.0,0,0.0,0,eunan_o_kane,Bournemouth,45,MID
Shaun,MacDonald,1617,3,0,45,0.0,0.0,0,0.0,0,shaun_macdonald,Bournemouth,45,MID
Junior,Stanislas,1617,3,-9,46,0.0,128.0,75,5.1,107,junior_stanislas,Bournemouth,55,MID
Dan,Gosling,1617,3,-3,47,0.0,60.5,100,1.8,49,dan_gosling,Bournemouth,50,MID
Max,Gradel,1617,3,-5,50,0.0,10.8,100,0.7,8,max_gradel,Bournemouth,55,MID
Emerson,Hyndman,1617,3,-1,44,0.0,0.0,0,0.0,0,emerson_hyndman,Bournemouth,45,MID
Jordon,Ibe,1617,3,-6,49,0.0,61.5,100,1.4,36,jordon_ibe,Bournemouth,55,MID
Lewis,Cook,1617,3,-3,42,0.0,21.8,100,2.8,17,lewis_cook,Bournemouth,45,MID
Joshua,King,1617,3,7,62,0.0,231.6,100,4.9,178,joshua_king,Bournemouth,55,MID
Callum,Wilson,1617,4,-5,60,0.0,82.2,75,3.1,63,callum_wilson,Bournemouth,65,FWD
Tokelo,Rantie,1617,4,0,45,0.0,0.0,0,0.0,0,tokelo_rantie,Bournemouth,45,FWD
Lewis,Grabban,1617,4,-2,43,0.0,5.3,0,2.0,6,lewis_grabban,Bournemouth,45,FWD
Benik,Afobe,1617,4,-7,53,0.0,130.8,100,2.8,88,benik_afobe,Bournemouth,60,FWD
Lys,Mousset,1617,4,-4,51,0.0,16.1,100,1.3,14,lys_mousset,Bournemouth,55,FWD
Tom,Heaton,1617,1,6,51,0.0,103.2,100,4.3,149,tom_heaton,Burnley,45,GK
Matthew,Lowton,1617,2,0,45,0.0,134.2,100,2.5,90,matthew_lowton,Burnley,45,DEF
Ben,Mee,1617,2,-1,44,0.0,126.7,100,2.8,94,ben_mee,Burnley,45,DEF
Stephen,Ward,1617,2,0,45,0.0,118.3,100,2.5,91,stephen_ward,Burnley,45,DEF
Michael,Keane,1617,2,0,50,0.0,158.6,100,3.2,113,michael_keane,Burnley,50,DEF
James,Tarkowski,1617,2,0,40,0.0,27.5,None,1.2,23,james_tarkowski,Burnley,40,DEF
Tendayi,Darikwa,1617,2,-3,42,0.0,0.0,None,0.0,0,tendayi_darikwa,Burnley,45,DEF
David,Jones,1617,3,0,50,0.0,1.3,0,1.0,1,david_jones,Burnley,50,MID
George,Boyd,1617,3,-4,51,0.0,97.2,100,2.6,92,george_boyd,Burnley,55,MID
Scott,Arfield,1617,3,-3,52,0.0,115.7,100,2.2,69,scott_arfield,Burnley,55,MID
Dean,Marney,1617,3,-2,43,0.0,40.5,0,2.4,51,dean_marney,Burnley,45,MID
Fredrik,Ulvestad,1617,3,-1,44,0.0,0.0,0,0.0,0,fredrik_ulvestad,Burnley,45,MID
Michael,Kightly,1617,3,-3,42,0.0,1.5,0,1.2,6,michael_kightly,Burnley,45,MID
Sam,Vokes,1617,4,-3,57,0.0,164.6,100,3.3,121,sam_vokes,Burnley,60,FWD
Andre,Gray,1617,4,-5,60,0.0,137.4,100,3.4,108,andre_gray,Burnley,65,FWD
Lukas,Jutkiewicz,1617,4,-2,43,0.0,0.3,0,1.0,2,lukas_jutkiewicz,Burnley,45,FWD
Ashley,Barnes,1617,4,1,46,0.0,125.5,100,2.9,81,ashley_barnes,Burnley,45,FWD
Rouwen,Hennings,1617,4,0,45,0.0,0.0,0,0.0,0,rouwen_hennings,Burnley,45,FWD
Chris,Long,1617,4,0,45,0.0,0.0,0,0.0,0,chris_long,Burnley,45,FWD
Thibaut,Courtois,1617,1,4,59,0.0,52.0,100,3.9,141,thibaut_courtois,Chelsea,55,GK
Asmir,Begovic,1617,1,-4,46,0.0,1.3,None,1.0,2,asmir_begovic,Chelsea,50,GK
John,Terry,1617,2,-3,52,0.0,23.3,100,2.3,21,john_terry,Chelsea,55,DEF
Branislav,Ivanovic,1617,2,-4,56,0.0,29.4,0,1.8,23,branislav_ivanovic,Chelsea,60,DEF
César,Azpilicueta,1617,2,4,64,0.0,136.8,None,4.5,170,cesar_azpilicueta,Chelsea,60,DEF
Gary,Cahill,1617,2,7,67,0.0,133.3,100,4.8,178,gary_cahill,Chelsea,60,DEF
Kurt,Zouma,1617,2,-2,53,0.0,7.8,100,1.7,15,kurt_zouma,Chelsea,55,DEF
Abdul Rahman,Baba,1617,2,0,55,0.0,0.0,0,0.0,0,abdul_rahman_baba,Chelsea,55,DEF
Matt,Miazga,1617,2,-1,44,0.0,0.0,0,0.0,0,matt_miazga,Chelsea,45,DEF
Eden,Hazard,1617,3,5,105,0.0,351.6,0,6.2,224,eden_hazard,Chelsea,100,MID
Cesc,Fàbregas,1617,3,-5,70,0.0,184.1,100,4.2,121,cesc_fabregas,Chelsea,75,MID
Oscar,dos Santos Emboaba Junior,1617,3,-4,71,0.0,42.2,0,1.9,17,oscar_dos_santos_emboaba_junior,Chelsea,75,MID
Juan,Cuadrado,1617,3,-1,69,0.0,0.0,0,0.0,0,juan_cuadrado,Chelsea,70,MID
Willian,Borges Da Silva,1617,3,-5,70,0.0,182.1,100,3.4,114,willian_borges_da_silva,Chelsea,75,MID
Nemanja,Matic,1617,3,-2,48,0.0,127.5,100,3.0,105,nemanja_matic,Chelsea,50,MID
Ruben,Loftus-Cheek,1617,3,-5,50,0.0,3.4,100,1.0,6,ruben_loftus_cheek,Chelsea,55,MID
John Obi,Mikel,1617,3,-1,44,0.0,0.0,0,0.0,0,john_obi_mikel,Chelsea,45,MID
Pedro,Rodríguez Ledesma,1617,3,-7,68,0.0,198.8,100,4.6,162,pedro_rodriguez_ledesma,Chelsea,75,MID
Bertrand,Traore,1617,3,-1,54,0.0,0.0,0,0.0,0,bertrand_traore,Chelsea,55,MID
Victor,Moses,1617,3,0,55,0.0,166.7,0,3.1,105,victor_moses,Chelsea,55,MID
Marco,Van Ginkel,1617,3,-1,49,0.0,0.0,0,0.0,0,marco_van_ginkel,Chelsea,50,MID
Robert Kenedy,Nunes do Nascimento,1617,3,-4,51,0.0,6.0,100,1.5,3,robert_kenedy_nunes_do_nascimento,Chelsea,55,MID
N'Golo,Kanté,1617,3,-3,47,0.0,119.0,100,2.4,83,n_golo_kante,Chelsea,50,MID
Michy,Batshuayi,1617,4,-6,84,0.0,50.7,None,2.4,48,michy_batshuayi,Chelsea,90,FWD
Diego,Da Silva Costa,1617,4,9,104,0.0,355.0,100,5.6,196,diego_da_silva_costa,Chelsea,95,FWD
Loïc,Remy,1617,4,-3,62,0.0,10.2,100,1.2,6,loic_remy,Crystal Palace,65,FWD
Julian,Speroni,1617,1,-2,43,0.0,0.0,100,0.0,0,julian_speroni,Crystal Palace,45,GK
Wayne,Hennessey,1617,1,-2,43,0.0,63.2,100,3.2,92,wayne_hennessey,Crystal Palace,45,GK
Alex,McCarthy,1617,1,-2,43,0.0,0.0,75,0.0,0,alex_mccarthy,Southampton,45,GK
Steve,Mandanda,1617,1,-3,42,0.0,18.2,100,2.1,19,steve_mandanda,Crystal Palace,45,GK
James,Tomkins,1617,2,-2,48,0.0,72.1,100,3.1,75,james_tomkins,Crystal Palace,50,DEF
Scott,Dann,1617,2,-4,51,0.0,96.0,100,2.7,61,scott_dann,Crystal Palace,55,DEF
Joel,Ward2,1617,2,-2,48,0.0,100.4,100,2.3,86,joel_ward2,Crystal Palace,50,DEF
Martin,Kelly,1617,2,-3,42,0.0,61.0,None,1.6,46,martin_kelly,Crystal Palace,45,DEF
Damien,Delaney,1617,2,-2,48,0.0,64.1,100,1.7,51,damien_delaney,Crystal Palace,50,DEF
Pape,Souaré,1617,2,-4,41,0.0,9.7,0,2.0,6,pape_souare,Crystal Palace,45,DEF
Yannick,Bolasie,1617,3,-4,56,0.0,81.8,0,3.2,45,yannick_bolasie,Everton,60,MID
Jason,Puncheon,1617,3,-4,51,0.0,188.7,100,2.6,92,jason_puncheon,Crystal Palace,55,MID
Wilfried,Zaha,1617,3,3,58,0.0,221.2,100,4.3,149,wilfried_zaha,Crystal Palace,55,MID
Mile,Jedinak,1617,3,0,45,0.0,4.3,0,2.0,2,mile_jedinak,Crystal Palace,45,MID
Joe,Ledley,1617,3,-2,43,0.0,31.5,100,2.2,40,joe_ledley,Crystal Palace,45,MID
James,McArthur,1617,3,-3,47,0.0,97.7,100,3.2,93,james_mcarthur,Crystal Palace,50,MID
Jordon,Mutch,1617,3,-3,42,0.0,3.1,0,1.0,4,jordon_mutch,Crystal Palace,45,MID
Jonathan,Williams,1617,3,0,45,0.0,0.0,0,0.0,0,jonathan_williams,Crystal Palace,45,MID
Chung-yong,Lee,1617,3,-3,42,0.0,23.9,100,1.6,24,chung_yong_lee,Crystal Palace,45,MID
Yohan,Cabaye,1617,3,-4,56,0.0,146.8,100,2.8,91,yohan_cabaye,Crystal Palace,60,MID
Bakary,Sako,1617,3,-2,53,0.0,8.7,100,1.0,7,bakary_sako,Crystal Palace,55,MID
Andros,Townsend,1617,3,-8,57,0.0,191.3,75,3.2,116,andros_townsend,Crystal Palace,65,MID
Fraizer,Campbell,1617,4,-1,44,0.0,15.2,100,1.3,16,fraizer_campbell,Crystal Palace,45,FWD
Connor,Wickham,1617,4,-5,55,0.0,25.0,75,2.3,18,connor_wickham,Crystal Palace,60,FWD
Joel,Robles,1617,1,-3,47,0.0,44.9,None,4.5,89,joel_robles,Everton,50,GK
Maarten,Stekelenburg,1617,1,-3,47,0.0,35.1,75,3.6,68,maarten_stekelenburg,Everton,50,GK
Leighton,Baines,1617,2,3,58,0.0,141.9,100,4.2,135,leighton_baines,Everton,55,DEF
Seamus,Coleman,1617,2,1,56,0.0,120.3,0,5.1,133,seamus_coleman,Everton,55,DEF
Phil,Jagielka,1617,2,-1,49,0.0,110.1,100,3.9,104,phil_jagielka,Everton,50,DEF
John,Stones,1617,2,-4,46,0.0,69.7,100,2.2,59,john_stones,Manchester City,50,DEF
Brendan,Galloway,1617,2,-5,40,0.0,7.5,0,3.0,9,brendan_galloway,Everton,45,DEF
Tyias,Browning,1617,2,-1,39,0.0,0.0,0,0.0,0,tyias_browning,Everton,40,DEF
Matthew,Pennington,1617,2,-1,39,0.0,10.8,100,3.0,9,matthew_pennington,Everton,40,DEF
Ramiro,Funes Mori,1617,2,-5,45,0.0,54.0,75,3.0,69,ramiro_funes_mori,Everton,50,DEF
Kevin,Mirallas,1617,3,-6,59,0.0,185.4,100,3.4,119,kevin_mirallas,Everton,65,MID
Ross,Barkley,1617,3,-5,70,0.0,290.3,None,4.0,144,ross_barkley,Everton,75,MID
Tom,Cleverley,1617,3,-4,51,0.0,78.7,100,2.0,55,tom_cleverley,Watford,55,MID
James,McCarthy,1617,3,-3,47,0.0,28.6,75,1.9,23,james_mccarthy,Everton,50,MID
Gareth,Barry,1617,3,-2,43,0.0,115.0,100,2.1,68,gareth_barry,Everton,45,MID
Darron,Gibson,1617,3,-2,43,0.0,13.8,100,1.4,17,darron_gibson,Sunderland,45,MID
Muhamed,Besic,1617,3,-2,43,0.0,0.0,100,0.0,0,muhamed_besic,Everton,45,MID
Bryan,Oviedo,1617,3,-3,42,0.0,44.4,100,1.8,29,bryan_oviedo,Sunderland,45,MID
Gerard,Deulofeu,1617,3,-6,59,0.0,32.0,0,1.2,13,gerard_deulofeu,Everton,65,MID
Aaron,Lennon,1617,3,-5,55,0.0,22.3,0,2.0,22,aaron_lennon,Everton,60,MID
Romelu,Lukaku,1617,4,11,101,0.0,354.1,100,6.0,221,romelu_lukaku,Everton,90,FWD
Arouna,Koné,1617,4,-4,51,0.0,4.9,100,1.0,6,arouna_kone,Everton,55,FWD
Oumar,Niasse,1617,4,-5,55,0.0,76.8,100,2.6,44,oumar_niasse,Hull City,60,FWD
Allan,McGregor,1617,1,-1,44,0.0,0.0,0,0.0,0,allan_mcgregor,Hull City,45,GK
Eldin,Jakupovic,1617,1,1,41,0.0,55.8,100,3.9,86,eldin_jakupovic,Hull City,40,GK
Brian,Lenihan,1617,2,-1,39,0.0,0.0,100,0.0,0,brian_lenihan,Hull City,40,DEF
Curtis,Davies,1617,2,-1,49,0.0,80.5,100,1.5,38,curtis_davies,Hull City,50,DEF
Michael,Dawson,1617,2,-3,42,0.0,85.5,100,2.1,46,michael_dawson,Hull City,45,DEF
Moses,Odubajo,1617,2,-1,44,0.0,0.0,100,0.0,0,moses_odubajo,Hull City,45,DEF
Andrew,Robertson,1617,2,-1,44,0.0,95.6,100,2.2,73,andrew_robertson,Hull City,45,DEF
Harry,Maguire,1617,2,-1,44,0.0,130.6,100,2.4,71,harry_maguire,Hull City,45,DEF
Alex,Bruce,1617,2,0,40,0.0,0.0,0,0.0,0,alex_bruce,Hull City,40,DEF
Robert,Snodgrass,1617,3,0,55,0.0,212.3,100,3.8,133,robert_snodgrass,West Ham United,55,MID
Sam,Clucas,1617,3,-3,47,0.0,122.5,100,2.4,87,sam_clucas,Hull City,50,MID
Jake,Livermore,1617,3,-3,47,0.0,116.5,100,2.1,77,jake_livermore,West Bromwich Albion,50,MID
Ahmed,Elmohamady,1617,3,-4,46,0.0,99.9,100,1.9,62,ahmed_elmohamady,Hull City,50,MID
Mohamed,Diamé,1617,3,0,55,0.0,0.0,0,0.0,0,mohamed_diame,Hull City,55,MID
Tom,Huddlestone,1617,3,-5,45,0.0,77.6,100,2.0,62,tom_huddlestone,Hull City,50,MID
David,Meyler,1617,3,-1,44,0.0,37.1,100,1.6,33,david_meyler,Hull City,45,MID
Shaun,Maloney,1617,3,-2,43,0.0,23.4,100,2.7,24,shaun_maloney,Hull City,45,MID
Abel,Hernández,1617,4,-1,59,0.0,93.6,100,3.0,72,abel_hernandez,Hull City,60,FWD
Adama,Diomande,1617,4,-2,43,0.0,58.7,100,1.9,42,adama_diomande,Hull City,45,FWD
Kasper,Schmeichel,1617,1,-1,49,0.0,75.8,100,3.6,109,kasper_schmeichel,Leicester City,50,GK
Ron-Robert,Zieler,1617,1,-1,44,0.0,13.9,None,1.9,17,ron_robert_zieler,Leicester City,45,GK
Wes,Morgan,1617,2,-4,46,0.0,81.4,100,2.3,63,wes_morgan,Leicester City,50,DEF
Christian,Fuchs,1617,2,-2,53,0.0,149.4,100,2.9,104,christian_fuchs,Leicester City,55,DEF
Jeffrey,Schlupp,1617,2,-3,47,0.0,38.1,100,2.5,47,jeffrey_schlupp,Crystal Palace,50,DEF
Marcin,Wasilewski,1617,2,-1,39,0.0,1.1,100,1.0,1,marcin_wasilewski,Leicester City,40,DEF
Ritchie,de Laet,1617,2,-1,44,0.0,0.0,0,0.0,0,ritchie_de_laet,Leicester City,45,DEF
Danny,Simpson,1617,2,-1,49,0.0,77.9,100,2.4,85,danny_simpson,Leicester City,50,DEF
Robert,Huth,1617,2,-1,49,0.0,124.9,100,2.7,88,robert_huth,Leicester City,50,DEF
Yohan,Benalouane,1617,2,0,40,0.0,23.6,100,2.5,27,yohan_benalouane,Leicester City,40,DEF
Luis,Hernández,1617,2,-3,42,0.0,12.0,0,0.8,3,luis_hernandez,Leicester City,45,DEF
Riyad,Mahrez,1617,3,-6,89,0.0,227.8,100,3.3,120,riyad_mahrez,Leicester City,95,MID
Marc,Albrighton,1617,3,-5,50,0.0,147.6,100,2.9,95,marc_albrighton,Leicester City,55,MID
Andy,King,1617,3,-3,47,0.0,54.9,100,1.8,41,andy_king,Leicester City,50,MID
Daniel,Drinkwater,1617,3,-2,53,0.0,92.0,75,2.4,69,daniel_drinkwater,Leicester City,55,MID
Gökhan,Inler,1617,3,-1,44,0.0,0.0,0,0.0,0,gokhan_inler,Leicester City,45,MID
Demarai,Gray,1617,3,-2,48,0.0,72.2,100,1.9,58,demarai_gray,Leicester City,50,MID
Daniel,Amartey,1617,3,-2,43,0.0,57.0,100,2.2,53,daniel_amartey,Leicester City,45,MID
Nampalys,Mendy,1617,3,-1,44,0.0,4.0,75,1.5,6,nampalys_mendy,Leicester City,45,MID
Jamie,Vardy,1617,4,-1,99,0.0,202.5,75,4.6,161,jamie_vardy,Leicester City,100,FWD
Leonardo,Ulloa,1617,4,-5,55,0.0,37.4,100,1.5,24,leonardo_ulloa,Leicester City,60,FWD
Shinji,Okazaki,1617,4,-4,56,0.0,90.4,100,2.1,63,shinji_okazaki,Leicester City,60,FWD
Ahmed,Musa,1617,4,-6,69,0.0,47.7,None,1.9,39,ahmed_musa,Leicester City,75,FWD
Simon,Mignolet,1617,1,-2,48,0.0,46.0,None,3.9,110,simon_mignolet,Liverpool,50,GK
Loris,Karius,1617,1,-7,43,0.0,15.0,100,3.2,32,loris_karius,Liverpool,50,GK
Mamadou,Sakho,1617,2,-3,47,0.0,23.2,0,4.4,35,mamadou_sakho,Crystal Palace,50,DEF
Dejan,Lovren,1617,2,-1,49,0.0,107.1,100,3.7,106,dejan_lovren,Liverpool,50,DEF
Alberto,Moreno,1617,2,-6,44,0.0,17.5,100,1.3,15,alberto_moreno,Liverpool,50,DEF
Nathaniel,Clyne,1617,2,4,59,0.0,152.4,100,3.5,129,nathaniel_clyne,Liverpool,55,DEF
Jon,Flanagan,1617,2,-2,43,0.0,8.0,100,1.5,9,jon_flanagan,Burnley,45,DEF
Joseph,Gomez,1617,2,-2,48,0.0,0.0,100,0.0,0,joseph_gomez,Liverpool,50,DEF
Connor,Randall,1617,2,-1,39,0.0,0.0,None,0.0,0,connor_randall,Liverpool,40,DEF
Bradley,Smith,1617,2,-1,39,0.0,8.6,100,0.8,4,bradley_smith,Bournemouth,40,DEF
Kevin,Stewart,1617,2,-3,42,0.0,0.4,None,1.0,4,kevin_stewart,Liverpool,45,DEF
Joel,Matip,1617,2,-1,54,0.0,108.0,100,3.3,97,joel_matip,Liverpool,55,DEF
Leiva,Lucas,1617,3,-1,44,0.0,51.1,100,2.0,47,leiva_lucas,Liverpool,45,MID
Jordan,Henderson,1617,3,-3,62,0.0,115.5,75,3.0,73,jordan_henderson,Liverpool,65,MID
Joe,Allen,1617,3,-1,49,0.0,179.4,100,3.3,118,joe_allen,Stoke City,50,MID
Philippe,Coutinho,1617,3,7,87,0.0,306.5,100,5.5,171,philippe_coutinho,Liverpool,80,MID
Emre,Can,1617,3,-2,48,0.0,155.3,100,3.3,104,emre_can,Liverpool,50,MID
Adam,Lallana,1617,3,-3,67,0.0,219.5,100,4.5,139,adam_lallana,Liverpool,70,MID
Lazar,Markovic,1617,3,-3,52,0.0,48.5,75,3.1,37,lazar_markovic,Hull City,55,MID
Oluwaseyi,Ojo,1617,3,-3,47,0.0,0.0,100,0.0,0,oluwaseyi_ojo,Liverpool,50,MID
James,Milner,1617,3,-2,63,0.0,235.2,100,3.9,139,james_milner,Liverpool,65,MID
Roberto,Firmino,1617,3,0,85,0.0,356.9,100,5.1,180,roberto_firmino,Liverpool,85,MID
Cameron,Brannagan,1617,3,-3,42,0.0,0.0,0,0.0,0,cameron_brannagan,Liverpool,45,MID
Pedro,Chirivella,1617,3,-3,42,0.0,0.0,0,0.0,0,pedro_chirivella,Liverpool,45,MID
Sadio,Mané,1617,3,3,93,0.0,246.0,75,5.8,156,sadio_mane,Liverpool,90,MID
Christian,Benteke,1617,4,-3,72,0.0,286.1,100,3.8,136,christian_benteke,Crystal Palace,75,FWD
Daniel,Sturridge,1617,4,-3,97,0.0,89.7,100,2.7,54,daniel_sturridge,Liverpool,100,FWD
Mario,Balotelli,1617,4,-2,63,0.0,0.0,0,0.0,0,mario_balotelli,Liverpool,65,FWD
Danny,Ings,1617,4,-6,54,0.0,0.0,75,0.0,0,danny_ings,Liverpool,60,FWD
Divock,Origi,1617,4,-10,60,0.0,116.1,100,2.8,96,divock_origi,Liverpool,70,FWD
Joe,Hart,1617,1,-2,53,0.0,0.0,0,0.0,0,joe_hart,Manchester City,55,GK
Willy,Caballero,1617,1,-2,48,0.0,26.8,None,3.8,64,willy_caballero,Manchester City,50,GK
Aleksandar,Kolarov,1617,2,-2,58,0.0,116.0,100,3.3,95,aleksandar_kolarov,Manchester City,60,DEF
Pablo,Zabaleta,1617,2,-3,47,0.0,52.1,100,2.3,45,pablo_zabaleta,Manchester City,50,DEF
Vincent,Kompany,1617,2,0,60,0.0,40.6,100,5.2,57,vincent_kompany,Manchester City,60,DEF
Gaël,Clichy,1617,2,-3,52,0.0,76.1,100,3.5,87,gael_clichy,Manchester City,55,DEF
Bacary,Sagna,1617,2,-2,53,0.0,42.8,100,3.2,55,bacary_sagna,Manchester City,55,DEF
Eliaquim,Mangala,1617,2,-1,54,0.0,0.0,0,0.0,0,eliaquim_mangala,Manchester City,55,DEF
Nicolás,Otamendi,1617,2,-1,59,0.0,117.6,100,3.3,100,nicolas_otamendi,Manchester City,60,DEF
Fabian,Delph,1617,3,-3,47,0.0,15.3,100,1.9,13,fabian_delph,Manchester City,50,MID
Raheem,Sterling,1617,3,-5,75,0.0,237.7,100,4.5,149,raheem_sterling,Manchester City,80,MID
Samir,Nasri,1617,3,-1,64,0.0,5.8,0,1.0,1,samir_nasri,Manchester City,65,MID
David,Silva,1617,3,-4,86,0.0,286.2,100,3.8,130,david_silva,Manchester City,90,MID
Gnegneri Yaya,Touré,1617,3,-8,72,0.0,121.8,100,3.4,86,gnegneri_yaya_toure,Manchester City,80,MID
Jesús,Navas,1617,3,-4,61,0.0,68.3,None,2.0,48,jesus_navas,Manchester City,65,MID
Fernando,Luiz Rosa,1617,3,-2,53,0.0,148.5,100,2.4,78,fernando_luiz_rosa,Manchester City,55,MID
Fernando Francisco,Reges,1617,3,-3,47,0.0,21.0,100,1.2,18,fernando_francisco_reges,Manchester City,50,MID
Kevin,De Bruyne,1617,3,0,105,0.0,336.6,100,5.5,199,kevin_de_bruyne,Manchester City,105,MID
Ilkay,Gündogan,1617,3,-6,49,0.0,59.6,75,4.1,41,ilkay_gundogan,Manchester City,55,MID
Manuel,Agudo Durán,1617,3,-6,84,0.0,85.6,100,2.8,54,manuel_agudo_duran,Manchester City,90,MID
Oleksandr,Zinchenko,1617,3,-2,53,0.0,0.0,0,0.0,0,oleksandr_zinchenko,Manchester City,55,MID
Sergio,Agüero,1617,4,-3,127,0.0,323.9,100,5.6,175,sergio_aguero,Manchester City,130,FWD
Wilfried,Bony,1617,4,-6,69,0.0,49.0,100,2.9,29,wilfried_bony,Stoke City,75,FWD
Kelechi,Iheanacho,1617,4,-10,60,0.0,87.4,100,2.6,52,kelechi_iheanacho,Manchester City,70,FWD
David,de Gea,1617,1,0,55,0.0,55.0,100,3.9,136,david_de_gea,Manchester United,55,GK
Sergio,Romero,1617,1,-3,47,0.0,7.7,None,11.5,23,sergio_romero,Manchester United,50,GK
Chris,Smalling,1617,2,-2,58,0.0,47.4,75,2.9,52,chris_smalling,Manchester United,60,DEF
Phil,Jones,1617,2,-5,45,0.0,56.3,100,3.1,55,phil_jones,Manchester United,50,DEF
Guillermo,Varela,1617,2,0,45,0.0,0.0,0,0.0,0,guillermo_varela,Manchester United,45,DEF
Luke,Shaw,1617,2,-3,52,0.0,36.5,0,4.1,45,luke_shaw,Manchester United,55,DEF
Marcos,Rojo,1617,2,-3,52,0.0,66.5,0,3.7,77,marcos_rojo,Manchester United,55,DEF
Patrick,McNair,1617,2,-3,42,0.0,10.7,100,1.3,12,patrick_mcnair,Sunderland,45,DEF
Antonio,Valencia,1617,2,3,58,0.0,140.6,100,4.3,120,antonio_valencia,Manchester United,55,DEF
